ID;Využiží budovy;Kraj;Okres;MČ;Katastrální území;Ulice č.p./č.e.;Město;PSČ;GPS;Vymezené byty;Vlastnictví;Typ budovy;Ochrana;Datum dokončení RUIAN
887042101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Zenklova 2;Praha 8 - Libeň;18000;N 50.1084427701956 E 14.4716995378854;Ne;Ostatní;budova s číslem popisným;;
887046101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Primátorská 4;Praha 8 - Libeň;18000;N 50.1106517252133 E 14.4718635357578;Ne;Ostatní;budova s číslem popisným;;
887074101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Vinopalnická 668;Praha 8 - Libeň;18000;N 50.1203510417493 E 14.4704191935012;Ne;Osobní;budova s číslem popisným;;
887488101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Libeňský ostrov 1555;Praha 8 - Libeň;18000;N 50.1042169009413 E 14.464273366444;Ne;Ostatní;budova s číslem popisným;;
887607101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Ve vrchu 241;Praha 8 - Libeň;18000;N 50.1137397659331 E 14.4729335293478;Ne;Ostatní;budova s číslem popisným;;
887725101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Pátkova 831;Praha 8 - Libeň;18200;N 50.116522857099 E 14.4413627985393;Ne;Ostatní;budova s číslem popisným;;
887775101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Kubišova 1953;Praha 8 - Libeň;18200;N 50.1207528030232 E 14.454948570934;Ne;Ostatní;budova s číslem popisným;;
887811101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Na hrázi 177;Praha 8 - Libeň;18000;N 50.1049027589892 E 14.4737562240179;Ne;Ostatní;budova s číslem popisným;;
887829101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Pod Dlážděnkou 2099;Praha 8 - Libeň;18200;N 50.120466985637 E 14.4462646792619;Ne;Ostatní;budova s číslem popisným;;
888008101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Štěpničná 1965;Praha 8 - Libeň;18200;N 50.1262821109178 E 14.47686833417;Ne;Ostatní;budova s číslem popisným;;31.12.2004
888074101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Zenklova 610;Praha 8 - Libeň;18000;N 50.1142968862788 E 14.4709535882257;Ne;Ostatní;budova s číslem popisným;;
888393101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Novákových 2210/22a 2210;Praha 8 - Libeň;18200;N 50.1034539548209 E 14.4765478521514;Ne;Osobní;budova s číslem popisným;;
888557101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Krejčího 2261;Praha 8 - Libeň;18000;N 50.1132582125324 E 14.4676515852062;Ne;Ostatní;budova s číslem popisným;;21.06.2000
888645101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Ruská 2411;Praha 3 - Vinohrady;10000;N 50.0743437615182 E 14.4738815692693;Ne;Obecní;budova s číslem popisným;;
888712101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Vinohradská 2020;Praha 3 - Vinohrady;13000;N 50.07812223516 E 14.4557937035875;Ne;Obecní;budova s číslem popisným;;
888829101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Hradešínská 1330;Praha 3 - Vinohrady;10100;N 50.0732322805473 E 14.4526931928374;Ne;Osobní;budova s číslem popisným;;
888845101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Helénská 1781;Praha 3 - Vinohrady;12000;N 50.0805382978475 E 14.4362363701135;Ne;Obecní;budova s číslem popisným;;
888846101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Italská 1037;Praha 3 - Vinohrady;12000;N 50.0811178382146 E 14.4382675540823;Ne;Obecní;budova s číslem popisným;;
888912101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Blanická 845;Praha 3 - Vinohrady;12000;N 50.0754869115349 E 14.4387730617737;Ne;Osobní;budova s číslem popisným;;29.01.2015
888940101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;;Vinohrady; ;Praha 3 - Vinohrady;12000;N 50.0791708584333 E 14.4506014865022;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
889128101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Korunní 1440;Praha 3 - Vinohrady;12000;N 50.0751675805802 E 14.446889669486;Ne;Ostatní;budova s číslem popisným;;
889131101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;;Vinohrady; ;Praha 3 - Vinohrady;12000;N 50.0780309396206 E 14.4507088695307;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
889135101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Pod Nuselskými schody 1746;Praha 3 - Vinohrady;12000;N 50.0691119877061 E 14.4355594850788;Ne;Ostatní;budova s číslem popisným;;
889138101;stavba občanského vybavení;Hlavní město Praha;Praha 3;;Vinohrady; ;Praha 3 - Vinohrady;12000;N 50.0754854171801 E 14.4371999939918;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
889152101;stavba občanského vybavení;Hlavní město Praha;Praha 3;;Vinohrady; ;Praha 3 - Vinohrady;12000;N 50.0667971623683 E 14.4347758053239;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
889156101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Máchova 571;Praha 3 - Vinohrady;12000;N 50.0713580012333 E 14.4400177096552;Ne;Ostatní;budova s číslem popisným;;
889198101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Benešovská 1925;Praha 3 - Vinohrady;10100;N 50.074646643272 E 14.4607406492425;Ne;Obecní;budova s číslem popisným;;
889223101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Londýnská 1380;Praha 3 - Vinohrady;12000;N 50.0732325868971 E 14.4350121950312;Ne;Ostatní;budova s číslem popisným;;27.06.2009
891334101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Moravská 965;Praha 3 - Vinohrady;12000;N 50.0746514542938 E 14.4412817376769;Ne;Obecní;budova s číslem popisným;;
889282101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Londýnská 609;Praha 3 - Vinohrady;12000;N 50.0750577947942 E 14.4338629060105;Ne;Osobní;budova s číslem popisným;;
889369101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Slezská 832;Praha 3 - Vinohrady;13000;N 50.0764978705584 E 14.4534703300465;Ne;Ostatní;budova s číslem popisným;;
889402101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Na Kleovce 63;Praha 3 - Vinohrady;12000;N 50.0699097984956 E 14.4396531800798;Ne;Ostatní;budova s číslem popisným;;
889540101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Vinohradská 2582;Praha 3 - Vinohrady;12000;N 50.0773544197626 E 14.4447909985448;Ne;Osobní;budova s číslem popisným;;
889817101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Blanická 1789;Praha 3 - Vinohrady;12000;N 50.0771581906086 E 14.4397484452293;Ne;Ostatní;budova s číslem popisným;;
889926101;stavba občanského vybavení;Hlavní město Praha;Praha 3;;Vinohrady; ;Praha 3 - Vinohrady;12000;N 50.0729089630509 E 14.4401720769436;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
889714101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Belgická 67;Praha 3 - Vinohrady;12000;N 50.0732140009129 E 14.4357368985346;Ne;Ostatní;budova s číslem popisným;;
890513101;stavba občanského vybavení;Hlavní město Praha;Praha 3;;Vinohrady; ;Praha 3 - Vinohrady;12000;N 50.0703804498004 E 14.442444641646;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
890542101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Krkonošská 2001;Praha 3 - Vinohrady;12000;N 50.0798012047908 E 14.4469077093041;Ne;Ostatní;budova s číslem popisným;;
890895101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Na Šafránce 1651;Praha 3 - Vinohrady;12000;N 50.0729083204918 E 14.4527439136467;Ne;Osobní;budova s číslem popisným;;26.09.2011
891086101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Polská 2400;Praha 3 - Vinohrady;12000;N 50.0790030042185 E 14.4423579422941;Ne;Ostatní;budova s číslem popisným;;
891101101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Vinohradská 2516;Praha 3 - Vinohrady;12000;N 50.0774193157794 E 14.4368332263515;Ne;Osobní;budova s číslem popisným;;
891345101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Riegrovy sady 38;Praha 3 - Vinohrady;12000;N 50.0812246217411 E 14.4394139696284;Ne;Ostatní;budova s číslem popisným;;
891405101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Vinohrady;Vinohrady;Helénská 1800;Praha 3 - Vinohrady;12000;N 50.0801367649386 E 14.4373066841315;Ne;Ostatní;budova s číslem popisným;;
891776101;stavba občanského vybavení;Hlavní město Praha;Praha 4;;Nusle; ;Praha 4 - Nusle;14000;N 50.061054312433 E 14.4387916282697;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
892100101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Kongresová 1655;Praha 4 - Nusle;14000;N 50.0627844919412 E 14.4320458966335;Ne;Ostatní;budova s číslem popisným;;
892123101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Ostrčilovo náměstí 60;Praha 4 - Nusle;12800;N 50.0653673413712 E 14.4243846266878;Ne;Osobní;budova s číslem popisným;;
892173101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Táborská 411;Praha 4 - Nusle;14000;N 50.062629729091 E 14.4408287665474;Ne;Osobní;budova s číslem popisným;;
892301101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Sevřená 1302;Praha 4 - Nusle;14000;N 50.0555264578601 E 14.4365080294108;Ne;Ostatní;budova s číslem popisným;;
893666101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Vlastislavova 1636;Praha 4 - Nusle;14000;N 50.0644883904386 E 14.4425019179948;Ne;Osobní;budova s číslem popisným;;
892673101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Na Pankráci 403;Praha 4 - Nusle;14000;N 50.0613664560804 E 14.4262032339413;Ne;Osobní;budova s číslem popisným;;
892702101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Táborská 321;Praha 4 - Nusle;14000;N 50.0630585152632 E 14.4414124599634;Ne;Ostatní;budova s číslem popisným;;
892715101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Na Pankráci 449;Praha 4 - Nusle;14000;N 50.0612886723517 E 14.4263743714821;Ne;Osobní;budova s číslem popisným;;
891926101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Na Pankráci 1598;Praha 4 - Nusle;14000;N 50.053754722169 E 14.4369904409615;Ne;Ostatní;budova s číslem popisným;;
1269411101;stavba občanského vybavení;Hlavní město Praha;Praha 4;;Nusle; ;Praha 4 - Nusle;14000;N 50.0650681530765 E 14.4362748531192;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
892822101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Nuselská 262;Praha 4 - Nusle;14000;N 50.0622577948565 E 14.4447012524514;Ne;Ostatní;budova s číslem popisným;;
893290101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Pod pramenem 1633;Praha 4 - Nusle;14000;N 50.0603075079319 E 14.4485860247598;Ne;Ostatní;budova s číslem popisným;;
893409101;stavba občanského vybavení;Hlavní město Praha;Praha 4;;Nusle; ;Praha 4 - Nusle;14000;N 50.0626402785831 E 14.444857799011;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
893423101;objekt občanské vybavenosti;Hlavní město Praha;Praha 4;Nusle;Nusle;Mikuláše z Husi 1709;Praha 4 - Nusle;14000;N 50.0594808910909 E 14.425903308142;Ne;Osobní;budova s číslem popisným;;30.09.2005
893632101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Svatoslavova 1680;Praha 4 - Nusle;14000;N 50.0616785162811 E 14.4457611846963;Ne;Osobní;budova s číslem popisným;;02.11.1999
893906101;stavba občanského vybavení;Hlavní město Praha;Praha 4;;Podolí; ;Praha 4 - Podolí;14700;N 50.0433285244467 E 14.4305085573605;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
893939101;objekt občanské vybavenosti;Hlavní město Praha;Praha 4;;Podolí; ;Praha 4 - Podolí;14700;N 50.0598986888037 E 14.420741277294;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
894676101;objekt občanské vybavenosti;Hlavní město Praha;Praha 4;;Podolí; ;Praha 4 - Podolí;14700;N 50.0472578391099 E 14.4274954507958;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
894682101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Podolí;Podolí;Sinkulova 77;Praha 4 - Podolí;14700;N 50.0585595315196 E 14.4235280469468;Ne;Osobní;budova s číslem popisným;;
894704101;objekt občanské vybavenosti;Hlavní město Praha;Praha 4;Podolí;Podolí;Jeremenkova 1144;Praha 4 - Podolí;14700;N 50.0469266426554 E 14.4155187872683;Ne;Osobní;budova s číslem popisným;;
894805101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Podolí;Podolí;Doudova 652;Praha 4 - Podolí;14700;N 50.0553174015632 E 14.4268541106348;Ne;Osobní;budova s číslem popisným;;
894877101;objekt občanské vybavenosti;Hlavní město Praha;Praha 4;Podolí;Podolí;Na vápenném 1026;Praha 4 - Podolí;14700;N 50.0527648613647 E 14.4234750478052;Ne;Osobní;budova s číslem popisným;;
894922101;objekt občanské vybavenosti;Hlavní město Praha;Praha 4;;Podolí; ;Praha 4 - Podolí;14700;N 50.0463193331676 E 14.4158367998328;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
895056101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Podolí;Podolí;Podolská 90;Praha 4 - Podolí;14700;N 50.0540504501722 E 14.4184402598787;Ne;Ostatní;budova s číslem popisným;;
895369101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Králodvorská 1080;Praha 1 - Staré Město;11000;N 50.0882085139371 E 14.427501042399;Ne;Ostatní;budova s číslem popisným;;
895388101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Novotného lávka 198;Praha 1 - Staré Město;11000;N 50.0855299023072 E 14.4138699094426;Ne;Ostatní;budova s číslem popisným;;
895401101;objekt občanské vybavenosti;Hlavní město Praha;Praha 1;;Staré Město; ;Praha 1 - Staré Město;11000;N 50.0861456359699 E 14.4155982777022;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
895408101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Anenská 186;Praha 1 - Staré Město;11000;N 50.0856721322652 E 14.4150603282541;Ne;Ostatní;budova s číslem popisným;;
895434101;objekt občanské vybavenosti;Hlavní město Praha;Praha 1;;Staré Město; ;Praha 1 - Staré Město;11000;N 50.0850174320753 E 14.4186151129569;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
895652101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Králodvorská 656;Praha 1 - Staré Město;11000;N 50.0889839925698 E 14.4271702344364;Ne;Ostatní;budova s číslem popisným;;
895663101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Dlouhá 709;Praha 1 - Staré Město;11000;N 50.0899056374201 E 14.4244503615101;Ne;Ostatní;budova s číslem popisným;;
895668101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;náměstí Curieových 43;Praha 1 - Staré Město;11000;N 50.0917893806444 E 14.4188656109214;Ne;Ostatní;budova s číslem popisným;;
895672101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Na příkopě 584;Praha 1 - Staré Město;11000;N 50.086504014766 E 14.4266500173241;Ne;Ostatní;budova s číslem popisným;;
895674101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Králodvorská 1081;Praha 1 - Staré Město;11000;N 50.088806455731 E 14.4279680971869;Ne;Ostatní;budova s číslem popisným;;
895682101;objekt občanské vybavenosti;Hlavní město Praha;Praha 1;;Staré Město; ;Praha 1 - Staré Město;11000;N 50.0829320873589 E 14.4171666257907;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
895746101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Haštalská 1077;Praha 1 - Staré Město;11000;N 50.0909660008362 E 14.4248199340443;Ne;Osobní;budova s číslem popisným;;
896166101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Haštalská 729;Praha 1 - Staré Město;11000;N 50.0910811384028 E 14.4265292221651;Ne;Ostatní;budova s číslem popisným;;
895825101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Králodvorská 652;Praha 1 - Staré Město;11000;N 50.0876787954293 E 14.4265967967091;Ne;Ostatní;budova s číslem popisným;;
895840101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Jakubská 674;Praha 1 - Staré Město;11000;N 50.0885194044065 E 14.4263558765959;Ne;Ostatní;budova s číslem popisným;;31.12.2000
895926101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Hradební 763;Praha 1 - Staré Město;11000;N 50.0913217666598 E 14.4273357770294;Ne;Ostatní;budova s číslem popisným;;
895927101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Jalovcová 232;Praha 1 - Staré Město;11000;N 50.0856617377873 E 14.4184040692116;Ne;Ostatní;budova s číslem popisným;;
